id,organization_id,url,type,species,age,gender,size,coat,tags,name,description,organization_animal_id,photos,videos,status,status_changed_at,published_at,distance,breeds.primary,breeds.secondary,breeds.mixed,breeds.unknown,colors.primary,colors.secondary,colors.tertiary,attributes.spayed_neutered,attributes.house_trained,attributes.declawed,attributes.special_needs,attributes.shots_current,environment.children,environment.dogs,environment.cats,primary_photo_cropped.small,primary_photo_cropped.medium,primary_photo_cropped.large,primary_photo_cropped.full,contact.email,contact.phone,contact.address.address1,contact.address.address2,contact.address.city,contact.address.state,contact.address.postcode,contact.address.country,X_links.self.href,X_links.type.href,X_links.organization.href
62649860,CA886,https://www.petfinder.com/dog/penny-62649860/ca/san-diego/its-the-pits-ca886/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Dog,Dog,Baby,Female,Medium,NA,character(0),Penny,You can fill out an adoption application online on our official website.It&amp;#39;s The Pits is still getting to know me!...,19183710-N-A,"list(small = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649860/1/?bust=1681502113&width=100"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649860/2/?bust=1681502113&width=100""), medium = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649860/1/?bust=1681502113&width=300"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649860/2/?bust=1681502113&width=300""), large = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649860/1/?bust=1681502113&width=600"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649860/2/?bust=1681502113&width=600""
), full = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649860/1/?bust=1681502113"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649860/2/?bust=1681502113""))",list(),adoptable,2023-04-14T19:30:30Z,2023-04-14T19:30:28Z,99.2964,American Staffordshire Terrier,NA,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,TRUE,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649860/1/?bust=1681502113&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649860/1/?bust=1681502113&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649860/1/?bust=1681502113&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649860/1/?bust=1681502113,info@itsthepits.org,(858) 220-7546,P.O. Box 720008,NA,San Diego,CA,92172,US,/v2/animals/62649860,/v2/types/dog,/v2/organizations/ca886
62649861,CA886,https://www.petfinder.com/dog/pepper-62649861/ca/san-diego/its-the-pits-ca886/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Dog,Dog,Baby,Female,Medium,NA,character(0),Pepper,You can fill out an adoption application online on our official website.It&amp;#39;s The Pits is still getting to know me!...,19183713-N-A,"list(small = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649861/1/?bust=1681502113&width=100"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649861/2/?bust=1681502114&width=100""), medium = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649861/1/?bust=1681502113&width=300"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649861/2/?bust=1681502114&width=300""), large = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649861/1/?bust=1681502113&width=600"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649861/2/?bust=1681502114&width=600""
), full = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649861/1/?bust=1681502113"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649861/2/?bust=1681502114""))",list(),adoptable,2023-04-14T19:30:30Z,2023-04-14T19:30:28Z,99.2964,American Staffordshire Terrier,NA,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,TRUE,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649861/1/?bust=1681502113&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649861/1/?bust=1681502113&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649861/1/?bust=1681502113&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649861/1/?bust=1681502113,info@itsthepits.org,(858) 220-7546,P.O. Box 720008,NA,San Diego,CA,92172,US,/v2/animals/62649861,/v2/types/dog,/v2/organizations/ca886
62649765,CA1890,https://www.petfinder.com/cat/leo-62649765/ca/sherman-oaks/2theresq-ca1890/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Cat,Cat,Adult,Male,Extra Large,Short,"c(""Friendly"", ""Affectionate"", ""Loyal"", ""Gentle"", ""Smart"", ""Curious"", ""Independent"", ""Loves kisses"", ""Purr Machine"", ""Door Greeter"", ""Office Assistant"")",LEO,"Lookin&#039; for a big Lug-o-love and new best friend?  Leo is one solid, 19 lb, dog-like, Lynx Point Siamese BEAST...",Leo,"list(small = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/6/?bust=1681500008&width=100"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/1/?bust=1681500005&width=100"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/3/?bust=1681500006&width=100"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/4/?bust=1681500007&width=100"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/5/?bust=1681500007&width=100""), medium = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/6/?bust=1681500008&width=300"", 
""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/1/?bust=1681500005&width=300"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/3/?bust=1681500006&width=300"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/4/?bust=1681500007&width=300"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/5/?bust=1681500007&width=300""), large = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/6/?bust=1681500008&width=600"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/1/?bust=1681500005&width=600"", 
""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/3/?bust=1681500006&width=600"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/4/?bust=1681500007&width=600"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/5/?bust=1681500007&width=600""), full = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/6/?bust=1681500008"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/1/?bust=1681500005"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/3/?bust=1681500006"", 
""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/4/?bust=1681500007"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/5/?bust=1681500007""))","list(embed = ""<iframe title=\""Video\"" src=\""https://www.youtube.com/embed/KJaxzNGMQd0?enablejsapi=1\"" frameborder=\""0\"" allowfullscreen></iframe>"")",adoptable,2023-04-14T19:20:11Z,2023-04-14T19:20:09Z,14.443,Siamese,NA,FALSE,FALSE,Gray / Blue / Silver,Tabby (Gray / Blue / Silver),NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/6/?bust=1681500008&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/6/?bust=1681500008&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/6/?bust=1681500008&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649765/6/?bust=1681500008,Rhae@2TheResQ.org,(818) 212-0385,NA,NA,Sherman Oaks,CA,91413,US,/v2/animals/62649765,/v2/types/cat,/v2/organizations/ca1890
62649703,CA1977,https://www.petfinder.com/dog/rain-62649703/ca/los-angeles/wags-and-walks-ca1977/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Dog,Dog,Baby,Female,Small,Medium,"c(""Friendly"", ""Affectionate"", ""Loyal"", ""Gentle"", ""Playful"", ""Smart"", ""Curious"", ""Loves kisses"", ""Brave"")",Rain,Spring has sprung and the pups from our April Showers Litter are here to help ring in the season. Unlike...,NA,"list(small = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/1/?bust=1681499727&width=100"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/2/?bust=1681499728&width=100"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/3/?bust=1681499728&width=100""), medium = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/1/?bust=1681499727&width=300"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/2/?bust=1681499728&width=300"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/3/?bust=1681499728&width=300""
), large = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/1/?bust=1681499727&width=600"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/2/?bust=1681499728&width=600"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/3/?bust=1681499728&width=600""), full = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/1/?bust=1681499727"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/2/?bust=1681499728"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/3/?bust=1681499728""
))",list(),adoptable,2023-04-14T19:15:31Z,2023-04-14T19:15:30Z,10.2605,Hound,NA,TRUE,FALSE,Yellow / Tan / Blond / Fawn,NA,NA,TRUE,FALSE,NA,FALSE,TRUE,NA,NA,NA,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/1/?bust=1681499727&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/1/?bust=1681499727&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/1/?bust=1681499727&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649703/1/?bust=1681499727,info@wagsandwalks.org,(866) 588-9247,NA,NA,Los Angeles,CA,90064,US,/v2/animals/62649703,/v2/types/dog,/v2/organizations/ca1977
62649679,CA1074,https://www.petfinder.com/cat/lemon-pie-62649679/ca/los-angeles/best-friends-lifesaving-center-mission-hills-now-in-west-la-ca1074/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Cat,Cat,Young,Female,Medium,NA,character(0),Lemon Pie,NA,18595110,list(),list(),adoptable,2023-04-14T19:12:52Z,2023-04-14T19:12:51Z,11.733,Domestic Short Hair,NA,FALSE,FALSE,Black & White / Tuxedo,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,AdoptLA@bestfriends.org,(424) 208-8840,NA,NA,Los Angeles,CA,90025,US,/v2/animals/62649679,/v2/types/cat,/v2/organizations/ca1074
62649483,CA1977,https://www.petfinder.com/dog/carole-62649483/ca/los-angeles/wags-and-walks-ca1977/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Dog,Dog,Baby,Female,Medium,Short,"c(""Friendly"", ""Affectionate"", ""Loyal"", ""Gentle"", ""Playful"", ""Loves kisses"", ""Smart"", ""Curious"")",Carole,Meet the Top Gun Litter! These little nuggets have been in our program since they were only 3-weeks-old! They were...,NA,"list(small = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649483/1/?bust=1681498963&width=100"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649483/2/?bust=1681498964&width=100""), medium = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649483/1/?bust=1681498963&width=300"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649483/2/?bust=1681498964&width=300""), large = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649483/1/?bust=1681498963&width=600"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649483/2/?bust=1681498964&width=600""
), full = c(""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649483/1/?bust=1681498963"", ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649483/2/?bust=1681498964""))",list(),adoptable,2023-04-14T19:02:46Z,2023-04-14T19:02:45Z,10.2605,Mixed Breed,NA,FALSE,FALSE,"Tricolor (Brown, Black, & White)",NA,NA,TRUE,FALSE,NA,FALSE,TRUE,NA,TRUE,NA,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649483/1/?bust=1681498963&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649483/1/?bust=1681498963&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649483/1/?bust=1681498963&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649483/1/?bust=1681498963,info@wagsandwalks.org,(866) 588-9247,NA,NA,Los Angeles,CA,90064,US,/v2/animals/62649483,/v2/types/dog,/v2/organizations/ca1977
62649368,CA1612,https://www.petfinder.com/dog/french-fry-62649368/ca/hawthorne/adoptables-at-spcala-south-bay-pac-ca1612/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Dog,Dog,Young,Male,Medium,NA,character(0),French Fry,NA,LACA-A-8501,"list(small = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649368/1/?bust=1681506320&width=100"", medium = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649368/1/?bust=1681506320&width=300"", large = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649368/1/?bust=1681506320&width=600"", full = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649368/1/?bust=1681506320"")",list(),adoptable,2023-04-14T18:55:08Z,2023-04-14T18:55:06Z,10.8214,Bull Terrier,NA,TRUE,FALSE,Red / Chestnut / Orange,NA,NA,FALSE,FALSE,NA,FALSE,TRUE,NA,NA,NA,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649368/1/?bust=1681506320&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649368/1/?bust=1681506320&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649368/1/?bust=1681506320&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649368/1/?bust=1681506320,adoptions@spcala.com,(310) 676-1149,12910 Yukon Ave.,NA,Hawthorne,CA,90250,US,/v2/animals/62649368,/v2/types/dog,/v2/organizations/ca1612
62649260,CA768,https://www.petfinder.com/cat/a2078679-62649260/ca/san-pedro/city-of-los-angeles-harbor-animal-shelter-ca768/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Cat,Cat,Baby,Male,Small,NA,character(0),A2078679,NA,A2078679,"list(small = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649260/1/?bust=1681498756&width=100"", medium = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649260/1/?bust=1681498756&width=300"", large = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649260/1/?bust=1681498756&width=600"", full = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649260/1/?bust=1681498756"")",list(),adoptable,2023-04-14T18:49:15Z,2023-04-14T18:49:13Z,20.9408,Domestic Short Hair,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649260/1/?bust=1681498756&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649260/1/?bust=1681498756&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649260/1/?bust=1681498756&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649260/1/?bust=1681498756,NA,(888) 452-7381,957 North Gaffey St,NA,San Pedro,CA,90731,US,/v2/animals/62649260,/v2/types/cat,/v2/organizations/ca768
62649261,CA768,https://www.petfinder.com/cat/a2078673-62649261/ca/san-pedro/city-of-los-angeles-harbor-animal-shelter-ca768/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Cat,Cat,Baby,Male,Small,NA,character(0),A2078673,NA,A2078673,"list(small = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649261/1/?bust=1681498757&width=100"", medium = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649261/1/?bust=1681498757&width=300"", large = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649261/1/?bust=1681498757&width=600"", full = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649261/1/?bust=1681498757"")",list(),adoptable,2023-04-14T18:49:15Z,2023-04-14T18:49:13Z,20.9408,Domestic Short Hair,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649261/1/?bust=1681498757&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649261/1/?bust=1681498757&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649261/1/?bust=1681498757&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649261/1/?bust=1681498757,NA,(888) 452-7381,957 North Gaffey St,NA,San Pedro,CA,90731,US,/v2/animals/62649261,/v2/types/cat,/v2/organizations/ca768
62649256,CA15,https://www.petfinder.com/dog/koda-62649256/ca/pasadena/pasadena-humane-ca15/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Dog,Dog,Adult,Male,Medium,NA,character(0),KODA,NA,A507776,"list(small = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649256/1/?bust=1681502432&width=100"", medium = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649256/1/?bust=1681502432&width=300"", large = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649256/1/?bust=1681502432&width=600"", full = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649256/1/?bust=1681502432"")",list(),adoptable,2023-04-14T18:49:14Z,2023-04-14T18:49:12Z,8.0991,Pit Bull Terrier,Mixed Breed,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649256/1/?bust=1681502432&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649256/1/?bust=1681502432&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649256/1/?bust=1681502432&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649256/1/?bust=1681502432,adopt@pasadenahumane.org,(626) 792-7151,NA,NA,Pasadena,CA,91105,US,/v2/animals/62649256,/v2/types/dog,/v2/organizations/ca15
62649254,CA765,https://www.petfinder.com/dog/stewart-62649254/ca/chatsworth/city-of-los-angeles-west-valley-animal-shelter-ca765/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Dog,Dog,Senior,Male,Large,NA,character(0),STEWART,NA,A2077925,"list(small = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649254/1/?bust=1681498755&width=100"", medium = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649254/1/?bust=1681498755&width=300"", large = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649254/1/?bust=1681498755&width=600"", full = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649254/1/?bust=1681498755"")",list(),adoptable,2023-04-14T18:49:14Z,2023-04-14T18:49:12Z,23.5015,Mixed Breed,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649254/1/?bust=1681498755&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649254/1/?bust=1681498755&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649254/1/?bust=1681498755&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649254/1/?bust=1681498755,NA,(213) 485-8405,20655 Plummer Street,NA,Chatsworth,CA,91311,US,/v2/animals/62649254,/v2/types/dog,/v2/organizations/ca765
62649255,CA765,https://www.petfinder.com/dog/chi-62649255/ca/chatsworth/city-of-los-angeles-west-valley-animal-shelter-ca765/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Dog,Dog,Senior,Female,Small,NA,character(0),CHI,NA,A2078106,"list(small = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649255/1/?bust=1681498756&width=100"", medium = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649255/1/?bust=1681498756&width=300"", large = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649255/1/?bust=1681498756&width=600"", full = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649255/1/?bust=1681498756"")",list(),adoptable,2023-04-14T18:49:14Z,2023-04-14T18:49:12Z,23.5015,Mixed Breed,NA,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649255/1/?bust=1681498756&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649255/1/?bust=1681498756&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649255/1/?bust=1681498756&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649255/1/?bust=1681498756,NA,(213) 485-8405,20655 Plummer Street,NA,Chatsworth,CA,91311,US,/v2/animals/62649255,/v2/types/dog,/v2/organizations/ca765
62649243,CA1183,https://www.petfinder.com/dog/hazel-62649243/ca/long-beach/long-beach-animal-care-services-ca1183/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Dog,Dog,Young,Female,Large,NA,character(0),HAZEL,I WAS FOUND AT SOUTH ST/CHERRY LB CA 90807 IN LONG BEACH.My adoption evaluation date is 04/19/2023.,A696652,"list(small = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649243/1/?bust=1681498754&width=100"", medium = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649243/1/?bust=1681498754&width=300"", large = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649243/1/?bust=1681498754&width=600"", full = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649243/1/?bust=1681498754"")",list(),adoptable,2023-04-14T18:49:12Z,2023-04-14T18:49:10Z,19.1584,Pit Bull Terrier,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649243/1/?bust=1681498754&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649243/1/?bust=1681498754&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649243/1/?bust=1681498754&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649243/1/?bust=1681498754,petadopt@longbeach.gov,(562) 570-7387,7700 E. Spring St.,NA,Long Beach,CA,90815,US,/v2/animals/62649243,/v2/types/dog,/v2/organizations/ca1183
62649224,CA905,https://www.petfinder.com/dog/zara-62649224/ca/carlsbad/county-of-san-diego-department-of-animal-services-ca905/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Dog,Dog,Adult,Female,Medium,NA,character(0),ZARA,NA,A1910142,"list(small = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649224/1/?bust=1681498754&width=100"", medium = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649224/1/?bust=1681498754&width=300"", large = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649224/1/?bust=1681498754&width=600"", full = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649224/1/?bust=1681498754"")",list(),adoptable,2023-04-14T18:49:11Z,2023-04-14T18:49:09Z,84.9375,Akita,Mixed Breed,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649224/1/?bust=1681498754&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649224/1/?bust=1681498754&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649224/1/?bust=1681498754&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649224/1/?bust=1681498754,NA,(619) 767-2675,2481 Palomar Airport Road,NA,Carlsbad,CA,92011,US,/v2/animals/62649224,/v2/types/dog,/v2/organizations/ca905
62649227,CA905,https://www.petfinder.com/cat/a1910743-62649227/ca/carlsbad/county-of-san-diego-department-of-animal-services-ca905/?referrer_id=10a2eec8-bd91-4a5a-bbcf-66d8cdaded3d,Cat,Cat,Adult,Male,Medium,NA,character(0),A1910743,NA,A1910743,"list(small = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649227/1/?bust=1681498755&width=100"", medium = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649227/1/?bust=1681498755&width=300"", large = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649227/1/?bust=1681498755&width=600"", full = ""https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649227/1/?bust=1681498755"")",list(),adoptable,2023-04-14T18:49:11Z,2023-04-14T18:49:09Z,84.9375,Domestic Short Hair,NA,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649227/1/?bust=1681498755&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649227/1/?bust=1681498755&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649227/1/?bust=1681498755&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/62649227/1/?bust=1681498755,NA,(619) 767-2675,2481 Palomar Airport Road,NA,Carlsbad,CA,92011,US,/v2/animals/62649227,/v2/types/cat,/v2/organizations/ca905
